id,type,modified,institutionCode,collectionCode,basisOfRecord,occurrenceID,catalogNumber,occurrenceRemarks,recordNumber,recordedBy,lifeStage,reproductiveCondition,establishmentMeans,occurrenceStatus,preparations,associatedSequences,associatedTaxa,previousIdentifications,eventDate,verbatimEventDate,habitat,eventRemarks,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,locality,verbatimLocality,verbatimElevation,minimumElevationInMeters,maximumElevationInMeters,verbatimDepth,minimumDepthInMeters,maximumDepthInMeters,locationRemarks,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,identificationID,identifiedBy,dateIdentified,identificationRemarks,identificationQualifier,typeStatus,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,nomenclaturalStatus
NSW:NSW:NSW 841270,PhysicalObject,2018-10-16 15:03:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 841270,NSW 841270,"Yellow jacket, crooked medium to small tree to 18m. Juvenile leaves peltate. Buds sub-glaucous. Leaves light green. Fruit collected from ground. Juvenile leaves collected from adjacent individual.",ABP1259,"Pollock, A.B.",,fruit,,Present,sheet,,,,2001-10-17,,"Undulating hillslopes of quartz sandstones. Soils are yellow loams and sands. Tall layered open forest of Acacia shirleyi, Corymbia citriodora and Eucalyptus crebra with shrub layer of Acacia shirleyi and Lysicarpus angustifolius. Ground layer of Entolasia stricta.",,,,,,Australia,,Queensland,,"About 7km due E of Expedition Peak, upper German Creek area.","About 7km due E of Expedition Peak, upper German Creek area.",,320.0,320.0,,,,,"22,56,32,S,148,23,53,E,GDA94",,,,,-22.9422,148.3981,GDA94,50.0,,,,,,,,,,,,,,Corymbia leichhardtii (F.M.Bailey) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,leichhardtii,,,(F.M.Bailey) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 841502,PhysicalObject,2018-10-16 15:04:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 841502,NSW 841502,"Spotted gum to 25 m tall; smooth pinkish bark, glossy foliage; fruit. Very common at locality.",PIF33012,"Forster, P.I.",,fruit,native,Present,sheet,,,,2007-10-08,,"Woodland of Corymbia citriodora, ca. tessellaris, Eucalyptus helidonica, E. tereticornis above drainage line, gravelly soil over clay.",,,,,,Australia,,Queensland,,"604 Mt Crosby Road, Anstead, Brisbane. .","604 Mt Crosby Road, Anstead, Brisbane. .",,,,,,,,"27,32,19,S,152,51,27,E,GDA94",,,,,-27.5386,152.8575,GDA94,100.0,,,,,,,,,,,,,,Corymbia citriodora subsp. variegata (F.Muell.) A.R.Bean & M.W.McDonald,,,,,Myrtaceae,Corymbia,citriodora,,subsp.,(F.Muell.) A.R.Bean & M.W.McDonald,
NSW:NSW:NSW 841515,PhysicalObject,2018-10-16 15:04:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 841515,NSW 841515,Tree 10 m; grey bloodwood barked; fruiting. Common in area.,KRM6933,"McDonald, K.R.",,fruit,native,Present,sheet,,,,2007-09-14,,Disturbed area around the derelict homestead.,,,,,,Australia,,Queensland,,"Nixon Homestead, Shelburne Bay.","Nixon Homestead, Shelburne Bay.",,,,,,,,"11,58,56,S,142,45,52,E,GDA94",,,,,-11.9822,142.7644,GDA94,100.0,,,,,,,,,,,,,,Corymbia nesophila (Blakely) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,nesophila,,,(Blakely) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 841517,PhysicalObject,2018-10-16 15:04:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 841517,NSW 841517,"Tree to 10 m with rusty coloured bark on lower trunk and smooth upper branches; flowers and buds cream coloured, clustered at end of stems.",GPT1007,"Turpin, G.P.",,buds | flowers,native,Present,sheet,,,,2006-10-25,,Undulating terrain; red clays; low open woodland of Acacia georginae with scattered Corymbia terminalis and Cenchrus sp. in the understorey.,,,,,,Australia,,Queensland,,On stock route ca. 3 km SE of Jimboola homestead and ca. 2.3 km E of Georgina River (Q290).,On stock route ca. 3 km SE of Jimboola homestead and ca. 2.3 km E of Georgina River (Q290).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corymbia terminalis (F.Muell.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,terminalis,,,(F.Muell.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 842072,PhysicalObject,2018-10-16 15:03:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 842072,NSW 842072,"Tree 6.0 m; tessellated grey and pink trunk bark, outer limbs gum-barked. Occasional. Carpological material at BRI. Photos at BRI (with specimen and QPID).",KRM8588,"McDonald, K.R.",,buds | fruit,native,Present,sheet,,,,2009-10-26,,Mixed species open woodland on basaltic cracking black clay plain.,,,,,,Australia,,Queensland,,7.9 km along Almaden Road from Gulf Development Road junction; headwaters of Black Spring Creek.,7.9 km along Almaden Road from Gulf Development Road junction; headwaters of Black Spring Creek.,,,,,,,,"18,03,11,S,144,24,30,E,GDA94",,,,,-18.0531,144.4083,GDA94,100.0,,,,,,,,,,,,,,Corymbia terminalis (F.Muell.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,terminalis,,,(F.Muell.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 843034,PhysicalObject,2019-06-07 14:48:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 843034,NSW 843034,Tree 5.0 m; whitish flower; outer branches gum-barked; loose yellowish-grey bark on trunk.,4856,"McDonald, K.R.",,flowers,native,Present,sheet,,,,2006-02-02,,Eucalyptus open forest on stony sandstone soils on low rise; on edge of quarry.,,,,,,Australia,,Queensland,,"36.5 km by road E of Forsayth towards Einasleigh, Newcastle Range.","36.5 km by road E of Forsayth towards Einasleigh, Newcastle Range.",,,,,,,,"18,36,31,S,143,45,18,E,GDA94",,,,,-18.6086,143.755,GDA94,100.0,,,,,,,,,"Wilson, Peter G.",2019-03,,,,Corymbia trachyphloia (F.Muell.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,trachyphloia,,,(F.Muell.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 843035,PhysicalObject,2018-10-16 15:03:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 843035,NSW 843035,Tree 8.0 m; pinkish/grey bloodwood bark to outer branches; cream flowers. Numerous insects on flowers.,4848,"McDonald, K.R.",,buds | flowers,native,Present,sheet,,,,2006-02-02,,Eucalypt woodland on rocky hills.,,,,,,Australia,,Queensland,,"7.3 km by road E of Flags Lookout, Newcastle Range.","7.3 km by road E of Flags Lookout, Newcastle Range.",,,,,,,,"18,32,46,S,143,57,07,E,GDA94",,,,,-18.5461,143.9519,GDA94,100.0,,,,,,,,,,,,,,Corymbia erythrophloia (Blakely) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,erythrophloia,,,(Blakely) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 843068,PhysicalObject,2018-10-16 15:03:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 843068,NSW 843068,"Tree to 8 m; bark tessellated, red-brown, smooth white at outer branchlets; leaves discolorous. Photos: DSC 4373-4397.",5254,"Smith, N.M.",,fruit,native,Present,sheet,,,,2007-08-29,,"Eucalyptus tetrodonta open woodland, white sandy soil.",,,,,,Australia,,Queensland,,"Chuula outstation, Kaanju nation, Central Cape York.","Chuula outstation, Kaanju nation, Central Cape York.",,,,,,,,"13,07,06,S,143,00,14,E,GDA94",,,,,-13.1183,143.0039,GDA94,100.0,,,,,,,,,,,,,,Corymbia stockeri (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,stockeri,,,(D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 843069,PhysicalObject,2018-10-16 15:03:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 843069,NSW 843069,"Tree to 8 m; bark tessellated, flaky, red-brown; flowers cream. Photos: DSC 1577-1614, 5148-5210.",5213,"Smith, N.M.",,buds | flowers,native,Present,sheet,,,,2007-06,,"Eucalyptus tetrodonta open woodland with Corymbia sp., grassy understorey, loamy soil.",,,,,,Australia,,Queensland,,"2 km SE of Pascoe River crossing on Portland Roads Road, Kaanju nation, Central Cape York.","2 km SE of Pascoe River crossing on Portland Roads Road, Kaanju nation, Central Cape York.",,,,,,,,"12,53,37,S,143,00,,E,GDA94",,,,,-12.8936,143.0,GDA94,100.0,,,,,,,,,,,,,,Corymbia clarksoniana (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,clarksoniana,,,(D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 843525,PhysicalObject,2019-06-07 14:48:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 843525,NSW 843525,"Tree 15 m high. Bark scaly, tessellated, yellow-brown. Small branches smooth. Flowers white. Common at site.",23541,"Bean, A.R.",,buds | flowers,,Present,sheet,,,,2005-03-27,,"Shrubby woodland of Acacia shirleyi, Eucalyptus trachyphloia. Dry gully and adjacent rocky hillslope.",,,,,,Australia,,Queensland,,"Dawson Range, 1 km S of Baralaba - Woorabinda Road.","Dawson Range, 1 km S of Baralaba - Woorabinda Road.",,270.0,270.0,,,,,"24,10,18,S,149,39,30,E,GDA94",,,,,-24.1717,149.6583,GDA94,100.0,,,,,,,,,"Wilson, Peter G.",2019-03,,,,Corymbia trachyphloia (F.Muell.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,trachyphloia,,,(F.Muell.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 843553,PhysicalObject,2018-10-16 15:03:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 843553,NSW 843553,"Small tree to 6 m in height; bark on the trunk is grey and flakes to reveal orange/brown. Branches are smooth, salmon in colour and partially flaking. Leaf is large, concolorous and glossy green. Large urceolate fruit to 20 mm in length.",IDF3710,"Fox, I.D.",,fruit,native,Present,sheet,,,,2005-08-02,,"Low open woodland of Eucalyptus pruinosa with emergent Corymbia grandifolia on a sand plain with texture contrast soil. Associated species of Corymbia grandifolia, ca. curtipes, Acacia holosericea and A. colei.",,,,,,Australia,,Queensland,,"Ca. 3 km west of Carbeen Dam, Kamileroi Station and 23 km South, South West of Lorraine homestead.","Ca. 3 km west of Carbeen Dam, Kamileroi Station and 23 km South, South West of Lorraine homestead.",,,,,,,,,,,,,,,,,,,,,,,,,"Bean, A.R.",2007-04,,,,Corymbia curtipes (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,curtipes,,,(D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 843893,PhysicalObject,2018-10-16 15:03:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 843893,NSW 843893,7 m high; bark grey; outer branches gum-barked.,1928,"McDonald, K.R.",,fruit,native,Present,sheet,,,,2004-04-03,,"Eucalyptus cloeziana, E.atrata woodland on metamorphic hills.",,,,,,Australia,,Queensland,,"Western Hill mining area, near Watsonville.","Western Hill mining area, near Watsonville.",,,,,,,,"17,23,06,S,145,18,31,E,GDA94",,,,,-17.385,145.3086,GDA94,100.0,,,,,,,,,,,,,,Corymbia rhodops (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,rhodops,,,(D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 843898,PhysicalObject,2018-10-16 15:03:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 843898,NSW 843898,Tree 8 m; bloodwood grey bark; green leaves.,2467,"McDonald, K.R.",,fruit,native,Present,sheet,,,,2004-05-17,,Eucalypt open forest on top of granite ridge.,,,,,,Australia,,Queensland,,"Radar Site, Hann Tableland, NW of Mareeba.","Radar Site, Hann Tableland, NW of Mareeba.",,,,,,,,"16,54,59,S,145,15,08,E,GDA94",,,,,-16.9164,145.2522,GDA94,100.0,,,,,,,,,,,,,,Corymbia intermedia (R.T.Baker) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,intermedia,,,(R.T.Baker) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 39789,PhysicalObject,2017-02-03 10:17:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 39789,NSW 39789,"Small tree 15' [4.5 m]. Pale corky flaky ""bloodwood"" bark inner bark pink, smallest branches smooth.",,"Johnson, L.A.S.",,buds,native,Present,sheet,,,,1955-06-06,,"Very occasional on bank of small coolabah creek, on micaceous sandstone (?) (Also occasional trees on stony sandy country, S of Tibooburra, amongst Acacia aneura).",,,,,,Australia,,New South Wales,,"Whitta Brinna Station, abt 4 miles [6.4 km] north of Tibooburra","Whitta Brinna Station, abt 4 miles [6.4 km] north of Tibooburra",,,,,,,,"29,23,,S,142,01,,E,",,,,,-29.38,142.02,,10000.0,,,,,,,,,,,,,,Corymbia tumescens K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,tumescens,,,K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 39908,PhysicalObject,2016-11-15 11:56:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 39908,NSW 39908,"Trees 60' [18.2 m]. Full ""bloodwood"" bark to small branches, of a rather thick ""puffy"" type.",,"Johnson, L.A.S.",,fruit,native,Present,sheet,,,,1954-11-08,,"Frequent on yellow brown sandy rise with Ang. costata [leiocarpa], Callitris hugelii [glaucophylla] and ""Forky pine"".",,,,,,Australia,,New South Wales,,"Mission State Forest, Terry-Hie-Hie","Mission State Forest, Terry-Hie-Hie",,,,,,,,"29,48,,S,150,08,,E,",,,,,-29.8,150.13,,10000.0,,,,,,,,,,,,,,Corymbia dolichocarpa (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,dolichocarpa,,,(D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 46255,PhysicalObject,2016-11-15 11:56:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 46255,NSW 46255,"Small trees 20-25 ft [6-7.6 m], frequent in area.",,"Constable, E.F.",,buds | fruit,,Present,sheet,,,,1957-08-27,,Sandstone ridge.,,,,,,Australia,,New South Wales,,1 mile [1.6 km] N of Howes Valley,1 mile [1.6 km] N of Howes Valley,,450.0,450.0,,,,,"32,50,,S,150,51,,E,",,,,,-32.83,150.85,,10000.0,,,,,,,,,,,,,,Corymbia eximia (Schauer) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,eximia,,,(Schauer) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 50937,PhysicalObject,2016-11-15 11:56:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 50937,NSW 50937,Spreading tree to 30 ft [9.1 m]. Bark flaky on bark and branches. Frequent.,,"Constable, E.F.",,buds | fruit,native,Present,sheet,,,,1960-02-26,,On ridge above the Shoalhaven R. Sandstone.,,,,,,Australia,,New South Wales,,"Burrier, 10 miles [16 km] W of Nowra","Burrier, 10 miles [16 km] W of Nowra",,,,,,,,"34,52,,S,150,27,,E,",,,,,-34.87,150.45,,10000.0,,,,,,,,,,,,,,Corymbia eximia (Schauer) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,eximia,,,(Schauer) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 52166,PhysicalObject,2017-06-16 11:09:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 52166,NSW 52166,Timber of this [Was a mixed collection but has been sorted. LJ 1960],A,"Bleeser, F.A.K.",,buds | fruit,native,Present,sheet,,,,1928-01,,,,,,,,Australia,,Northern Territory,,Darwin,Darwin,,,,,,,,"12,27,,S,130,50,,E,",,,,,-12.45,130.83,,10000.0,,,,,,,,,,,,,,Corymbia porrecta (S.T.Blake) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,porrecta,,,(S.T.Blake) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 52167,PhysicalObject,2017-06-16 11:09:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 52167,NSW 52167,[Was a mixed collection but has been sorted. LJ 1960],,"Bleeser, F.A.K.",,buds | flowers | fruit,native,Present,sheet,,,,1928-01,,,,,,,,Australia,,Northern Territory,,Darwin,Darwin,,,,,,,,"12,27,,S,130,50,,E,",,,,,-12.45,130.83,,10000.0,,,,,,,,,,,,,,Corymbia porrecta (S.T.Blake) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,porrecta,,,(S.T.Blake) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 53255,PhysicalObject,2017-05-30 14:26:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 53255,NSW 53255,Very occasional. Small tree 12-15 ft [3.6-4.5 m]. [altitude dubious - notes written on folder],,"Constable, E.F.",,,,Present,sheet,,,,1959-12-29,,Open country. Sandstone.,,,,,,Australia,,New South Wales,,"Narrow Neck Peninsula, 2 miles SW of Katoomba","Narrow Neck Peninsula, 2 miles SW of Katoomba",,625.0,625.0,,,,,"33,45,,S,150,17,,E,",,,,,-33.75,150.28,,10000.0,,,,,,,,,,,,,,Corymbia gummifera (Gaertn.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,gummifera,,,(Gaertn.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 53821,PhysicalObject,2017-05-30 14:26:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 53821,NSW 53821,"Frequent. Large rough-barked tree, 80-100 ft [24.3-30.4 m].",,"Constable, E.F.",,fruit,,Present,sheet,,,,1960-06-11,,Close to Highway.,,,,,,Australia,,New South Wales,,"Jigamy Creek, 6 miles [9.6 km] N of Eden (by road)","Jigamy Creek, 6 miles [9.6 km] N of Eden (by road)",,30.4,30.4,,,,,"36,59,,S,149,54,,E,",,,,,-36.98,149.9,,10000.0,,,,,,,,,,,,,,Corymbia gummifera (Gaertn.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,gummifera,,,(Gaertn.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 53925,PhysicalObject,2016-11-15 11:56:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 53925,NSW 53925,Tree 60 ft [18.2 km]. Bark smooth and blotched. Common.,,"Constable, E.F.",,buds | fruit,native,Present,sheet,,,,1960-06-16,,Banks along edge of lake. Gravelly clay.,,,,,,Australia,,New South Wales,,"Corunna Lake, c. 5 miles [8.0 km] S of Narooma","Corunna Lake, c. 5 miles [8.0 km] S of Narooma",,,,,,,,"36,17,,S,150,07,,E,",,,,,-36.28,150.12,,10000.0,,,,,,,,,,,,,,Corymbia maculata (Hook.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,maculata,,,(Hook.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 57164,PhysicalObject,2017-02-03 12:04:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 57164,NSW 57164,"Tree, 30' [9.1 m] high, bark tessellated.",116,"Nelson, D.J.",,fruit,native,Present,sheet,,,,1961-11-22,,Infrequent in deep red sand with mallee and Triodia sp..,,,,,,Australia,,Northern Territory,,30 miles [48 km] SW Ooratippra homestead,30 miles [48 km] SW Ooratippra homestead,,,,,,,,"22,10,,S,135,58,,E,",,,,,-22.17,135.97,,1000.0,,,,,,,,,,,,,,Corymbia deserticola subsp. mesogeotica K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,deserticola,,subsp.,K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 57166,PhysicalObject,2014-02-19 16:53:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 57166,NSW 57166,"Tree 18' [5.4 m], bark red tessellated throughout.",NT 7714,"Chippendale, G.M.",,fruit,native,Present,sheet,,,,1961-03-17,,Common on lateritic red earth.,,,,,,Australia,,Northern Territory,,33.2 m. [miles] [53.2 km] SE of Adelaide River,33.2 m. [miles] [53.2 km] SE of Adelaide River,,,,,,,,"13,28,,S,131,30,,E,",,,,,-13.47,131.5,,10000.0,,,,,,,,,,,,,,Corymbia foelscheana (F.Muell.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,foelscheana,,,(F.Muell.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 57240,PhysicalObject,2017-04-10 15:23:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 57240,NSW 57240,"Tree 30'-35' [9.1-10.6 m], tessellated bark. Inflorescence creamy.",NT 6842,"Chippendale, G.M.",,buds | flowers,native,Present,sheet,,,,1960-05-09,,common in red sandy soil.,,,,,,Australia,,Northern Territory,,38.3 m[iles] [61.2 km] SW Willeroo homestead,38.3 m[iles] [61.2 km] SW Willeroo homestead,,,,,,,,"15,39,,S,131,08,,E,",,,,,-15.65,131.13,,10000.0,,,,,,,,,,,,,,Corymbia terminalis (F.Muell.) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,terminalis,,,(F.Muell.) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 58862,PhysicalObject,2014-04-25 20:42:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 58862,NSW 58862,,90,"Jacobs, M.R.",,fruit,native,Present,sheet,,,,1933-07,,,,,,,,Australia,,Northern Territory,,Outlier from plateau 10 miles [16 km] W of Pine Creek,Outlier from plateau 10 miles [16 km] W of Pine Creek,,,,,,,,"13,49,,S,131,36,,E,",,,,,-13.82,131.6,,1000.0,,,,,,,,,,,,,holotype,Corymbia jacobsiana (Blakely) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,jacobsiana,,,(Blakely) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 58863,PhysicalObject,2018-02-02 08:52:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 58863,NSW 58863,,,"Bleeser, F.A.K.",,buds,native,Present,sheet,,,,1927-06,,,,,,,,Australia,,Northern Territory,,Darwin,Darwin,,,,,,,,"12,27,,S,130,50,,E,",,,,,-12.45,130.83,,10000.0,,,,,,,,,,,,,,Corymbia bleeseri (Blakely) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,bleeseri,,,(Blakely) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 58865,PhysicalObject,2014-03-25 10:13:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 58865,NSW 58865,"Straggly low tree 12 ft [3.6 m] high. Bark flaky, brown & grey mottled. Leaves slightly glaucous.",2832,"Perry, R.A.",,buds,native,Present,sheet,,,,1952-05-22,,Yellow podsolic soil.,,,,,,Australia,,Northern Territory,,"near Flora River 58 miles [93 km] SW of Dorisvale station [58 miles SW of Dorivale is c. 60 km past the Flora River] [Flora R., 30 km SW of Dorivale 14:43'S 131:11'E]","near Flora River 58 miles [93 km] SW of Dorisvale station [58 miles SW of Dorivale is c. 60 km past the Flora River] [Flora R., 30 km SW of Dorivale 14:43'S 131:11'E]",,,,,,,,"14,43,,S,131,11,,E,",,,,,-14.72,131.18,,1000.0,,,,,,,,,,,,,,Corymbia abbreviata (Blakely & Jacobs) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,abbreviata,,,(Blakely & Jacobs) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 58866,PhysicalObject,2018-01-24 17:05:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 58866,NSW 58866,,105,"Jacobs, M.R.",,flowers | fruit,native,Present,,,,,1933-07-27,,,,,,,,Australia,,Northern Territory,,20 miles [32 km] along Marranboy rd Mataranka,20 miles [32 km] along Marranboy rd Mataranka,,,,,,,,"14,46,,S,132,51,,E,",,,,,-14.77,132.85,,1000.0,,,,,,,,,"Johnson, L.A.S.",1990,,,holotype,Corymbia abbreviata (Blakely & Jacobs) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,abbreviata,,,(Blakely & Jacobs) K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 66396,PhysicalObject,2017-02-03 10:17:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 66396,NSW 66396,"Tree 8 m; bark grey, tessellated; flowers buds greenish white; leaves greyish.",10372,"McKee, H.S.",,buds,native,Present,sheet,,,,1963-04-13,,,,,,,,Australia,,Queensland,,"Gilruth Plains, Cunnamulla.","Gilruth Plains, Cunnamulla.",,,,,,,,"28,06,,S,146,01,,E,",,,,,-28.1,146.02,,10000.0,,,,,,,,,,,,,,Corymbia tumescens K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,tumescens,,,K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 67372,PhysicalObject,2017-02-03 10:17:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 67372,NSW 67372,"Tree 15-20 ft [4.5-6 m] high, scaly bark.",4511,"Constable, E.F.",,fruit,native,Present,sheet,,,,1963-10-13,,Predominant tree on top of mountain. Rocky ground.,,,,,,Australia,,New South Wales,,"Mount Oxley, c. 20 m [32 km] east-southeast of Bourke.","Mount Oxley, c. 20 m [32 km] east-southeast of Bourke.",,,,,,,,"30,12,,S,146,14,,E,",,,,,-30.2,146.23,,1000.0,,,,,,,,,,,,,,Corymbia tumescens K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,tumescens,,,K.D.Hill & L.A.S.Johnson,
NSW:NSW:NSW 82120,PhysicalObject,2016-11-15 11:56:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 82120,NSW 82120,Small bushy tree. 15 ft [4.5 m] high.,3045 A,"Constable, E.F.",,fruit,native,Present,sheet,,,,1962-05-31,,Locally frequent around lake.,,,,,,Australia,,New South Wales,,"Cudgen Lake, c. 2 1/2 miles [4 km] S of Kingscliff, S of Tweed Heads","Cudgen Lake, c. 2 1/2 miles [4 km] S of Kingscliff, S of Tweed Heads",,,,,,,,"28,19,,S,153,34,,E,",,,,,-28.32,153.57,,10000.0,,,,,,,,,,,,,,Corymbia intermedia (R.T.Baker) K.D.Hill & L.A.S.Johnson,,,,,Myrtaceae,Corymbia,intermedia,,,(R.T.Baker) K.D.Hill & L.A.S.Johnson,
