id,type,modified,institutionCode,collectionCode,basisOfRecord,occurrenceID,catalogNumber,occurrenceRemarks,recordNumber,recordedBy,lifeStage,reproductiveCondition,establishmentMeans,occurrenceStatus,preparations,associatedSequences,associatedTaxa,previousIdentifications,eventDate,verbatimEventDate,habitat,eventRemarks,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,locality,verbatimLocality,verbatimElevation,minimumElevationInMeters,maximumElevationInMeters,verbatimDepth,minimumDepthInMeters,maximumDepthInMeters,locationRemarks,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,identificationID,identifiedBy,dateIdentified,identificationRemarks,identificationQualifier,typeStatus,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,nomenclaturalStatus
NSW:NSW:NSW 20016,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20016,NSW 20016,Calvert Expedition.,,Unknown,,flowers | fruit,native,Present,sheet,,,,1894,,,,,,,,Australia,,Western Australia,,Fitzroy River. [No precise locality given].,Fitzroy River. [No precise locality given].,,,,,,,,"17,25,,S,123,34,,E,",,,,,-17.42,123.57,,,,,,,,,,,"Blake, S.T.",1952-09-30,,,,Melaleuca nervosa (Lindl.) Cheel,,,,,Myrtaceae,Melaleuca,nervosa,,,(Lindl.) Cheel,
NSW:NSW:NSW 20017,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20017,NSW 20017,30 feet high.  This matches well with Metrosideros quinquenervia.,453,"Hill, G.F.",,flowers,native,Present,sheet,,,,1911-07-07,,,,,,,,Australia,,Northern Territory,,"Lat. 17, long. 132.","Lat. 17, long. 132.",,,,,,,,,,,,,,,,,,,,,,,,,"Blake, S.T.",1952-09-30,,,,Melaleuca nervosa (Lindl.) Cheel,,,,,Myrtaceae,Melaleuca,nervosa,,,(Lindl.) Cheel,
NSW:NSW:NSW 20018,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20018,NSW 20018,,,"Byerley, F.J.",,flowers | fruit,native,Present,sheet,,,,,,,,,,,,Australia,,Queensland,,Rockhampton.,Rockhampton.,,,,,,,,"23,22,,S,150,28,,E,",,,,,-23.37,150.47,,10000.0,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20019,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20019,NSW 20019,"Tree to 20 feet [6 m];  bark papery, peeling, yellowish grey;  leaves pendulous.",,"Simmons, R.",,buds | flowers,native,Present,sheet,,,,1903,,"Fringing community with Eucalyptus alba, E. tereticornis, E. polycarpa.",,,,,,Australia,,Queensland,,Rockhampton.,Rockhampton.,,,,,,,,"23,22,,S,150,28,,E,",,,,,-23.37,150.47,,10000.0,,,,,,,,,"Blake, S.T.",1952-09-29,,,,Melaleuca leucadendra (L.) L.,,,,,Myrtaceae,Melaleuca,leucadendra,,,(L.) L.,
NSW:NSW:NSW 20020,PhysicalObject,2018-06-18 11:02:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20020,NSW 20020,Fairly large trees.,21,"White, C.T.",,flowers | fruit,native,Present,sheet,,,,1920-07-18,,In swamps.,,,,,,Australia,,Queensland,,Boyne island.,Boyne island.,,,,,,,,"23,55,,S,151,21,,E,",,,,,-23.92,151.35,,10000.0,,,,,,,,,,,,,,Melaleuca quinquenervia (Cav.) S.T.Blake,,,,,Myrtaceae,Melaleuca,quinquenervia,,,(Cav.) S.T.Blake,
NSW:NSW:NSW 20021,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20021,NSW 20021,Flowers yellowish.,,"Bailey, J.F.",,flowers,native,Present,sheet,,,,1901-06,,,,,,,,Australia,,Queensland,,Sweers Island.,Sweers Island.,,,,,,,,"17,06,,S,139,37,,E,",,,,,-17.1,139.62,,10000.0,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20022,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20022,NSW 20022,Small scraggy tree up to 20 feet and 3-5 inches diameter.  Makes quite a little forest on low flats near Shell Bay.,15,"Jacobs, M.R.",,flowers,native,Present,sheet,,,,1933-06-21,,Grows in peculiar little 'islands' a foot or two in diameter.,,,,,,Australia,,Northern Territory,,Flat near Darwin.,Flat near Darwin.,,,,,,,,"12,27,,S,130,49,,E,",,,,,-12.45,130.82,,25000.0,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20023,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20023,NSW 20023,,,"Johnson, R.G.",,flowers,native,Present,sheet,,,,1903-08,,,,,,,,Australia,,Queensland,,"Antigua Estate, Ingham.","Antigua Estate, Ingham.",,,,,,,,,,,,,,,,,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20024,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20024,NSW 20024,,,"Spencer, W.B.",,fruit,native,Present,sheet,,,,1911-07-14,,,,,,,,Australia,,Northern Territory,,Providence Knoll.,Providence Knoll.,,,,,,,,"14,42,,S,132,49,,E,",,,,,-14.7,132.82,,10000.0,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20025,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20025,NSW 20025,,158,"Basedow, H.J.",,fruit,native,Present,sheet,,,,1916,,,,,,,,Australia,,Western Australia,,"Balmaningarra, between King Island and Exmouth Gulf.","Balmaningarra, between King Island and Exmouth Gulf.",,,,,,,,,,,,,,,,,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20026,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20026,NSW 20026,Serice flowering var. Tree about 15 to 20 feet.,,Unknown,,flowers,native,Present,sheet,,,,,,,,,,,,Australia,,Queensland,,"Coen, N. Qld.","Coen, N. Qld.",,,,,,,,"13,57,,S,143,12,,E,",,,,,-13.95,143.2,,10000.0,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20027,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20027,NSW 20027,,,"Woodroffe, A.E.V.",,fruit,native,Present,sheet,,,,1903,,,,,,,,Australia,,Western Australia,,"Wyndham, North west.","Wyndham, North west.",,,,,,,,"15,28,,S,128,06,,E,",,,,,-15.47,128.1,,10000.0,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20028,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20028,NSW 20028,,403,"Hill, G.F.",,flowers,native,Present,sheet,,,,1911-06-30,,,,,,,,Australia,,Northern Territory,,90 miles N of NT Survey Camp IV.,90 miles N of NT Survey Camp IV.,,,,,,,,,,,,,,,,,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20029,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20029,NSW 20029,,417,"Fitzgerald, W.V.",,buds | flowers,native,Present,sheet,,,,1905-05,,,,,,,,Australia,,Western Australia,,May River (Kings Sound).,May River (Kings Sound).,,,,,,,,,,,,,,,,,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20030,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20030,NSW 20030,,,Unknown,,flowers,native,Present,sheet,,,,,,,,,,,,Australia,,Queensland,,Coen.,Coen.,,,,,,,,"13,57,,S,143,12,,E,",,,,,-13.95,143.2,,10000.0,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20031,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20031,NSW 20031,Tree small. Stunted growth.,638,"Allen, C.E.F.",,flowers | fruit,native,Present,sheet,,,,1922-07,,Banks of creek.,,,,,,Australia,,Northern Territory,,Attack Creek.,Attack Creek.,,,,,,,,"18,58,,S,134,12,,E,",,,,,-18.97,134.2,,25000.0,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20032,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20032,NSW 20032,,1626,"White, C.T.",,fruit,native,Present,sheet,,,,1922-03-26,,,,,,,,Australia,,Queensland,,Magnetic Island.,Magnetic Island.,,,,,,,,"19,07,,S,146,49,,E,",,,,,-19.12,146.82,,25000.0,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20033,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20033,NSW 20033,,,Unknown,,fruit,native,Present,sheet,,,,,,,,,,,,Australia,,Northern Territory,,Port Darwin.,Port Darwin.,,,,,,,,"12,31,,S,130,48,,E,",,,,,-12.52,130.8,,10000.0,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20034,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20034,NSW 20034,"Bark almost fibrous, flowering, just over 20 feet high.",3867,"Cambage, R.H.",,fruit,,Present,sheet,,,,1913-08-19,,In granite creek.,,,,,,Australia,,Queensland,,Alma-den.,Alma-den.,,488.0,488.0,,,,,"17,21,,S,144,40,,E,",,,,,-17.35,144.67,,10000.0,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20035,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20035,NSW 20035,Broad-leaved Tea Tree. 20-25 feet. Paperbark.,3922,"Cambage, R.H.",,flowers | fruit,native,Present,sheet,,,,1913-08-24,,,,,,,,Australia,,Queensland,,Croydon.,Croydon.,,,,,,,,"18,12,,S,142,15,,E,",,,,,-18.2,142.25,,10000.0,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20036,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20036,NSW 20036,Broad-leaved Tea Tree. Small trees.,11,"Sulman, F.",,fruit,native,Present,sheet,,,,1913-08,,Scrub.,,,,,,Australia,,Queensland,,Near Saxby River.,Near Saxby River.,,,,,,,,"20,04,,S,142,16,,E,",,,,,-20.07,142.27,,25000.0,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20037,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20037,NSW 20037,Tree.,,"Oxenford, R.A.",,fruit,native,Present,sheet,,,,1949-01-21,,Flat.,,,,,,Australia,,Queensland,,Brampton Island.,Brampton Island.,,,,,,,,"20,49,,S,149,16,,E,",,,,,-20.82,149.27,,25000.0,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20038,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20038,NSW 20038,Tea tree 24 feet high. As No.8.,16,"Lowndes, A.G.",,fruit,native,Present,sheet,,,,1938-07,,Sandy soil.,,,,,,Australia,,Northern Territory,,W Queensland to Northern Territory.,W Queensland to Northern Territory.,,,,,,,,,,,,,,,,,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20039,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20039,NSW 20039,,,"Musgrave, A.",,flowers,native,Present,sheet,,,,1951-06,,,,,,,,Australia,,Queensland,,"Grassy Hill, Cooktown.","Grassy Hill, Cooktown.",,,,,,,,"15,28,,S,145,15,,E,",,,,,-15.47,145.25,,10000.0,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20040,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20040,NSW 20040,Paperbark (cream flower).  Tree 15 to 20 feet.,,Unknown,,flowers,native,Present,sheet,,,,,,,,,,,,Australia,,Queensland,,Coen.,Coen.,,,,,,,,"13,57,,S,143,12,,E,",,,,,-13.95,143.2,,10000.0,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20041,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20041,NSW 20041,,,"Docker, A.D.",,fruit,native,Present,sheet,,,,1948,,,,,,,,Australia,,Queensland,,Saxby River [S of Karumba].,Saxby River [S of Karumba].,,,,,,,,"20,04,,S,142,16,,E,",,,,,-20.07,142.27,,25000.0,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20042,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20042,NSW 20042,"Scientific Expedition of Prof. W. Baldwin Spencer (and others) from Darwin to the Roper River, Gulf of Carpentaria, July-August, 1911.",,"Spencer, W.B.",,fruit,native,Present,sheet,,,,1911-07,,,,,,,,Australia,,Northern Territory,,Driffield Creek.,Driffield Creek.,,,,,,,,"14,03,,S,132,03,,E,",,,,,-14.05,132.05,,25000.0,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20043,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20043,NSW 20043,Presented by Linnean Society of NSW.,,Unknown,,flowers,native,Present,sheet,,,,1885,,,,,,,,Australia,,Queensland,,Thursday Island.,Thursday Island.,,,,,,,,"10,34,,S,142,13,,E,",,,,,-10.57,142.22,,10000.0,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20044,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20044,NSW 20044,,4158,"Martin, L.",,fruit,native,Present,sheet,,,,1915-10,,,,,,,,Australia,,Queensland,,Biboohra.,Biboohra.,,,,,,,,"16,55,,S,145,25,,E,",,,,,-16.92,145.42,,25000.0,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20045,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20045,NSW 20045,Flowers red.,,[Bailey J.F.],,flowers,native,Present,sheet,,,,,,,,,,,,Australia,,Queensland,,Thursday Island.,Thursday Island.,,,,,,,,"10,34,,S,142,13,,E,",,,,,-10.57,142.22,,10000.0,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20046,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20046,NSW 20046,,430,"Hill, G.F.",,flowers,native,Present,sheet,,,,1911-02-03,,,,,,,,Australia,,Northern Territory,,160 miles N of NTerritory Survey Camp IV.,160 miles N of NTerritory Survey Camp IV.,,,,,,,,,,,,,,,,,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20047,PhysicalObject,2017-12-14 17:49:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20047,NSW 20047,Small tree;  a paper bark.,446,"Allen, C.E.F.",,flowers,native,Present,sheet,,,,1920-02-16,,Stony ground.,,,,,,Australia,,Northern Territory,,Darwin.,Darwin.,,,,,,,,"12,27,,S,130,49,,E,",,,,,-12.45,130.82,,10000.0,,,,,,,,,,,,,,Melaleuca leucadendra (L.) L.,,,,,Myrtaceae,Melaleuca,leucadendra,,,(L.) L.,
NSW:NSW:NSW 20048,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20048,NSW 20048,Venation of the leaves very different from the usual form.,,Unknown,,flowers,native,Present,sheet,,,,,,,,,,,,Australia,,Queensland,,Cape York.,Cape York.,,,,,,,,,,,,,,,,,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20049,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20049,NSW 20049,"R. Brown, Inter Australianense, 1802-5. See Blake 1968 p.46.",,"Brown, R.",,flowers,native,Present,sheet,,,,1802,,,,,,,,Australia,,Queensland,,Townshend Island.,Townshend Island.,,,,,,,,"22,16,,S,150,30,,E,",,,,,-22.27,150.5,,25000.0,,,,,,,,,"Blake, S.T.",1952-09-30,,,,Melaleuca nervosa (Lindl.) Cheel,,,,,Myrtaceae,Melaleuca,nervosa,,,(Lindl.) Cheel,
NSW:NSW:NSW 20050,PhysicalObject,2018-06-18 13:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20050,NSW 20050,Separated from material of another of the 'M. leucadendron' group.,,Froggatt,,flowers,native,Present,sheet,,,,1888,,,,,,,,Australia,,Western Australia,,Kings Sound [King Georges Sound].,Kings Sound [King Georges Sound].,,,,,,,,"35,03,,S,117,58,,E,",,,,,-35.05,117.97,,25000.0,,,,,,,,,"Blake, S.T.",1952-10-01,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20051,PhysicalObject,2014-07-15 10:25:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20051,NSW 20051,Shrub 6 feet (but often tree to 40-50 feet). Paper bark.,,"Johnson, L.A.S.",,fruit,native,Present,sheet,,,,1951-05-26,,From scrub wallum to tall swamp forest.,,,,,,Australia,,Queensland,,Beerwah.,Beerwah.,,,,,,,,"26,51,,S,152,57,,E,",,,,,-26.85,152.95,,10000.0,,,,,,,,,,,,,,Melaleuca quinquenervia (Cav.) S.T.Blake,,,,,Myrtaceae,Melaleuca,quinquenervia,,,(Cav.) S.T.Blake,
NSW:NSW:NSW 20052,PhysicalObject,2017-04-07 09:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20052,NSW 20052,Paper barked trees ca. 20-40 feet.  Flowers very pale cream not greenish.,,"Johnson, L.A.S.",,flowers | fruit,native,Present,sheet,,,,1951-06-10,,Very common forming swamp forests in this case behind Cas. glauca.,,,,,,Australia,,Queensland,,Cleveland to Redland Bay.,Cleveland to Redland Bay.,,,,,,,,"27,31,,S,153,16,,E,",,,,,-27.52,153.27,,25000.0,,,,,,,,,"Fortescue, D.C.",1980-12-19,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 20053,PhysicalObject,2016-11-22 11:40:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20053,NSW 20053,,,"Leichhardt, L.",,buds | flowers,native,Present,sheet,,,,1843-07-06,,,,,,,,Australia,,Queensland,,"Breakfast Creek, Mor. [probably Moreton] Bay.","Breakfast Creek, Mor. [probably Moreton] Bay.",,,,,,,,"27,15,,S,153,15,,E,",,,,,-27.25,153.25,,10000.0,,,,,,,,,,,,,,Melaleuca quinquenervia (Cav.) S.T.Blake,,,,,Myrtaceae,Melaleuca,quinquenervia,,,(Cav.) S.T.Blake,
NSW:NSW:NSW 20054,PhysicalObject,2017-12-14 17:49:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20054,NSW 20054,,,"Keys Tryon, J.",,fruit,native,Present,sheet,,,,,,,,,,,,Australia,,Queensland,,Middle Percy Islands.,Middle Percy Islands.,,,,,,,,"21,42,,S,150,19,,E,",,,,,-21.7,150.32,,10000.0,,,,,,,,,,,,,,Melaleuca leucadendra (L.) L.,,,,,Myrtaceae,Melaleuca,leucadendra,,,(L.) L.,
NSW:NSW:NSW 20055,PhysicalObject,2018-06-26 12:59:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20055,NSW 20055,,,"Maiden, J.H.",,flowers,native,Present,sheet,,,,1909-03,,,,,,,,Australia,,Queensland,,Maryborough.,Maryborough.,,,,,,,,"25,31,,S,152,42,,E,",,,,,-25.52,152.7,,10000.0,,,,,,,,,"Powell, J.M.",1975,,,,Melaleuca quinquenervia (Cav.) S.T.Blake,,,,,Myrtaceae,Melaleuca,quinquenervia,,,(Cav.) S.T.Blake,
NSW:NSW:NSW 20056,PhysicalObject,2018-06-18 11:02:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20056,NSW 20056,,,"White, C.T.",,flowers | fruit,native,Present,sheet,,,,1917-04,,,,,,,,Australia,,Queensland,,Stradbroke Island.,Stradbroke Island.,,,,,,,,"27,34,,S,153,27,,E,",,,,,-27.57,153.45,,25000.0,,,,,,,,,,,,,,Melaleuca quinquenervia (Cav.) S.T.Blake,,,,,Myrtaceae,Melaleuca,quinquenervia,,,(Cav.) S.T.Blake,
NSW:NSW:NSW 20057,PhysicalObject,2018-06-26 12:59:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20057,NSW 20057,,142,Leichhardt,,flowers | fruit,native,Present,sheet,,,,,,,,,,,,Australia,,Queensland,,Breakfast Creek.,Breakfast Creek.,,,,,,,,,,,,,,,,,,,,,,,,,"Powell, J.M.",1975,,,,Melaleuca quinquenervia (Cav.) S.T.Blake,,,,,Myrtaceae,Melaleuca,quinquenervia,,,(Cav.) S.T.Blake,
NSW:NSW:NSW 20058,PhysicalObject,2014-07-15 10:25:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20058,NSW 20058,"The leaves yield an oil similar to ""Pajispul"" but the odour is more agreeable. This oil was used by the late Dr Yors[?] Bancroft as an antiseptic inhalation. One of the broad leaved Tea Trees.",22,"Bailey, F.M.",,flowers,native,Present,sheet,,,,,,,,,,,,Australia,,Queensland,,Brisbane.,Brisbane.,,,,,,,,"27,28,,S,153,01,,E,",,,,,-27.47,153.02,,10000.0,,,,,,,,,,,,,,Melaleuca quinquenervia (Cav.) S.T.Blake,,,,,Myrtaceae,Melaleuca,quinquenervia,,,(Cav.) S.T.Blake,
NSW:NSW:NSW 20059,PhysicalObject,2014-07-15 10:25:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20059,NSW 20059,,,Unknown,,flowers,native,Present,sheet,,,,,,,,,,,,Australia,,Queensland,,[No precise locality given].,[No precise locality given].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melaleuca quinquenervia (Cav.) S.T.Blake,,,,,Myrtaceae,Melaleuca,quinquenervia,,,(Cav.) S.T.Blake,
NSW:NSW:NSW 20060,PhysicalObject,2014-07-15 10:25:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 20060,NSW 20060,,,"Keys, J.",,flowers | fruit,native,Present,sheet,,,,,,,,,,,,Australia,,Queensland,,Lake Coortharaba.,Lake Coortharaba.,,,,,,,,"26,16,,S,153,01,,E,",,,,,-26.27,153.02,,10000.0,,,,,,,,,,,,,,Melaleuca quinquenervia (Cav.) S.T.Blake,,,,,Myrtaceae,Melaleuca,quinquenervia,,,(Cav.) S.T.Blake,
